hangle,first_translate
"거기다 강탈, 폭행, 아녀자 희롱….","and committed robbery, assault, and molestation against women..."
살인 외에 저지를 수 있는 건 다 저질렀다지.,looks like you've pretty much broken every law except murder.
나쁜 자식들….,terrible scum...
아벨 헤일론 공작님의 명으로 왔습니다.,I am here under orders from duke abel helyon.
부디 무의미한 저항은 그만둬 주세요.,please stop resisting unnecessarily.
허어?,hm?
으억!!,argh!!
네까짓 애새끼가 뭔데 명령 질이야?!,who the hell are you to tell us what to do?! you’re nothing but a tiny girl!
"우리를 이런 식으로 대했다가, 어?",or else what?
용병단이 전부 마을을 떠나면 너희들도 다 끝장이야.,"as soon as the entire mercenary troop leaves this place, you'll be finished."
마물이 쳐들어올 때 막아준 게 누군데!,who saved you lot from monsters last time?!
맞아!,right!
은혜를 모르는 놈들!,ungrateful fools!
…저 나쁜 자식!,these jerks!
맞다…. 대화는 말이 통해야 하는 거지?,ah yes... communication works better through actions rather than words sometimes.
"히, 히익…!",gaah!
말로 했을 때 들으면 얼마나 좋아.,now listen carefully while I speak.
좋아요. 모두 이렇게 자리에 착석….,"okay, sit down quietly--"
은 아니구나.,n-nope.
히이이익!!!,aaarghhk!!!
자….,enough...
여기까지만 할게요.,I’ll leave it at that.
"얌전히, 무릎 꿇고 있으세요.",kneel down and stay put.
