hangle,first_translate
"본인의 욕망에 충실해서 원하는 건 가져야하는 성격인데다가,",she always acts according to her desires and takes whatever she wants.
혈통에 대한 자긍심과 자존심도 매우 높은 사람이다.,"on top of that, she holds great pride in her lineage and self-esteem."
"시그렌을 처음 본 순간부터 흥미가 생겨,","since the moment she met siegren, she took interest in him."
"여주인 유니스에게 사사건건 훼방을 놓다,","she interfered at every turn with eneis, the main character,"
나중에 왕창 깨지고 퇴장하는…,before getting completely defeated and exiting the story...
"즉, 흔한 유형의 악역 캐릭터.","in short, she’s your typical villainous character."
나와 같은 악역 라인이라 어쩐지 좀 정감이 가는걸.,"for some reason, I feel sympathetic toward her since we share similar roles."
시그렌 말고 다른 좋은 사람을 찾아보는 건 어떠냐고,I even want to advise her to find someone better than siegren...
조언이라도 해주고 싶을 정도…,man full of sin
이 죄 많은 남자.,man full of sin
…근데 아까부터 좀 이상하다?,but something feels strange ever since earlier...
"저 언니,",that woman...
시그렌이 아니라,"instead of looking at siegren,"
나만 보는 것 같은데?!,why does it seem like she’s only staring at me?!
