hangle,first_translate
"안녕하세요,","good morning,"
오빠.,brother.
1 황녀예요.,I am the first imperial princess.
아리아라고 불러 주세요.,you may call me aria.
…오빠?,“brother?”
그랬지.,right.
얼굴을 본 건 처음이지만.,"even though I’ve never seen her before,"
적통의 황녀는 아니었다.,she wasn’t born into the direct line of succession.
하급 귀족 출신 황비의 소생이라 했던가.,I believe she was the daughter of a low-ranking noblewoman.
앗!,oops!
"아침 훈련을 방해해 죄송해요, 오빠.","forgive me for interrupting your morning training, brother."
예전 제 기사였던 케인 경과 이야기를 나누고 싶어서요.,"I wanted to talk with sir cain, since he used to serve as my knight."
아.,ah.
잠깐이라면 데려가도 좋아.,"take him then, but only briefly."
케인은 황녀 궁의 기사였으니 주종 관계였군.,so cain served under the first imperial princess.
케인이 아비인 에레즈 후작의 수족 노릇을 하지 않는다더니.,"I heard he didn’t work directly under his father, marquis ereze."
화…황녀 전하…,y-your highness...
저런 이유 때문이었나.,perhaps that explains everything.
어차피 이복동생이라도 감흥은 없다.,"either way, I don’t care much about half-siblings."
어머니 외의 혈연은 없는 것과 마찬가지니까.,"to me, blood relatives outside of our mother aren’t worth considering anyway."
"하지만 나와 황태자, 어느 쪽의 편에도 아직 서지 않고","but if house ereze’s eldest son, who refuses to take sides between myself and the crown prince,"
모호한 태도를 고수하는 에레즈의 장자가 끼어있다면…,has been maintaining such ambiguous behavior until now...
찾아낸 것일지도.,they must've found out already.
동생?,a sister?
"그래, 이복동생이 있더군.","yes, apparently I had a stepsister."
원작에서는 제대로 등장한 장면도 없던 존재였는데.,"in the original story, she barely made an appearance."
몸이 약하다며 나오지 않아 얼굴도 본적 없었는데.,"since she said she was sickly, she rarely came out of her room, which meant I hardly ever saw her too."
요즘에 돌아다니더라고.,"recently however, she started going out more often."
1 황녀 말이지…?,are you talking about the first imperial princess...?
그렇다면 건강해진 걸까? 다행이네.,then perhaps she recovered from her illness. thank goodness.
"글쎄, 처음부터 아픈 척을 했던 것일지도.","well, it’s possible she pretended to be ill from the start."
타이밍이 지나치게 잘 맞아.,the timing fits perfectly well.
황후와 황태자가 잠잠해지자 활동을 시작했어.,"as soon as the empress and crown prince stopped causing trouble, she began making public appearances again."
그렇다는 건…,that means...
줄곧 황후의 눈치를 보고 있었구나.,...she kept watching the empress closely.
"그래,",of course.
거슬리면 죽였을 테니까.,or else she would’ve killed her long ago.
의외로 이 황가에 직계 황족은 그리 많지 않았다.,"strangely enough, there weren’t very many members of the royal family within the palace walls."
보통은 애들이 태어날 때까지,"usually, women died shortly after giving birth."
여자가 살아 있는 경우가 거의 없어.,"usually, women died shortly after giving birth."
황제가 손을 댄 여자와 그 아이를 처리한 것이다.,the emperor got rid of every woman he slept with along with their children.
"하지만 황비는 어쨌든 하급이라고 해도 귀족이고,","but although the late empress belonged to a lower rank, she was still part of the aristocracy."
그렇다고 뒷배경은 없으니 살려 둔 모양이야.,"plus, she lacked connections, so he decided to spare her life instead."
"황자가 아닌 황녀였으니, 그냥 내버려 둔 거구나.","since she gave birth to a princess rather than a prince, he simply ignored her afterward."
게다가 납작 엎드려 있었다면 신경 쓸 가치도 없다 생각했겠지.,"on top of that, because she remained loyal to him, he thought she wasn’t worth paying attention to."
황녀 전하는 생각보다 똑똑한 모양이네.,the first imperial princess appears smarter than expected.
"눈치도 있고, 자존심을 굽히고 기어야 할 때도 알고 있다.",she knew exactly when to keep quiet and bow down to save herself.
"그래서,",so...
새로운 세력 구도가 생겼다고 하는 거야?,are you saying a new power dynamic emerged?
프리실라 공작과 클로비스 후작.,duke priscilla and marquess clovis.
5 가문 중 중립을 지지하고 있는 귀족들이 수상해.,"out of the five families, those two houses support neutrality, which makes them suspicious."
그들이 과연 진정한 중립일까?,but will they truly remain neutral?
"…그러네, 두 가문의 수장은 무리하게 중립을 지키고 있지.","true, the heads of those two households seem overly insistent on remaining impartial."
"원작의 아렌트는 유니스에게 빠져, 지금과는 행보가 전혀 달랐다.","arendt in the novel fell deeply in love with eunice, so his actions differed greatly compared to now."
프리실라 공작도 마찬가지다.,the same goes for duke priscilla.
그들이 다른 선택지를 노릴 가능성도,"therefore, it’s definitely possible..."
확실히 존재한다.,...that they seek another option.
"만약 가정이 사실이라면,","if that assumption turns out to be correct,"
미리 싹을 밟아야 할지도 몰라.,we might need to nip this problem in the bud early on.
넌 어떻게 하고 싶어?,how do you want us to proceed?
"…난,","for now,"
조금 더 지켜보고 싶어.,I wish to observe further.
그래?,is that so?
그럼 마음대로 해.,"alright, suit yourself."
생각보다 신경 쓰지 않네.,you seem less concerned than I expected.
아마 너나 나나 권력에 미련이 없기 때문 아닐까.,probably because neither of us cares about gaining power.
"어디 보자, 다음 편지가…",let’s see... next letter...
나로서는 그냥 네가 행복했으면 좋겠거든.,all I hope for is your happiness.
그래도 저쪽의 의중은 모르는 법이니.,"still, we can’t know what others intend to do."
아벨이랑은 상의를 해야 할지도…,perhaps we should discuss this matter with abel--
피오나?,fiona?
…아벨이,"apparently,"
실종되었대…,abel went missing...
