hangle,first_translate
이제껏 저를 한 번 보고 나서,"until now, every man who ever laid eyes on me..."
첫 번째로 떠올리지 못한 남자는 없었는데!,...remembered me immediately after seeing me once!
"저런 이야기를 하는데도 밉게 보이지가 않다니, 이것도 능력이야…","even while saying such things, he somehow manages to appear likable... what skill is that?"
"아무튼,","anyway,"
제 미래의 ‘가능성’에 기대를 걸고 도움을 주겠다는 뜻이죠?,"you mean to say that you'll offer assistance based on my future ""potential""?"
아쉽게도 프리실라 가문이 아닌 리비아의 도움이지만요.,"unfortunately, it won’t come from house priscilla, but from me personally."
아버지는 어디까지나 중립의 위치를 지키려 하시니까요.,my father wishes to remain neutral above everything else.
"그럼, 리비아 영애가 줄 수 있는 도움은 무엇인가요?","then what kind of support could you provide, lady livia?"
피오나 영애와 제가 사교계에서 더 친밀한 사이가 되는 거겠죠.,I believe becoming closer with lady fiona in high society would suffice.
그렇다면 그건…,then wouldn’t that simply mean...
그냥 친구가 되는 거 아닌가요?,...becoming good friends?
"뭐지, 이 어색한 침묵은!!",wh-what’s with this awkward silence?!
"그, 그렇게 됐으니…","a-anyhow,"
앞으로 잘 부탁합니다?,nice meeting you?
친구.,friend.
"저도 잘 부탁해요,","nice meeting you too,"
피오나 영애.,lady fiona.
"시그, 아,","sieg-- ah,"
전하.,your highness.
오래 기다리셨나요?,did I keep you waiting long?
아니.,no.
"들어봐, 시그렌.","listen up, sieg."
리비아 영애가…,lady livia asked me...
나랑 붙어 다니자고 했어.,...to hang around together.
"정치적으로는 중립이지만,","politically speaking, they wish to stay neutral,"
그거랑 별개로 황태자가 너무 싫어서 내 쪽에 힘을 실어주고픈 모양이야.,"but aside from that, apparently she hates the crown prince so much that she wants to give me extra support."
누가 들을 수도 있으니 밖으로 가자.,let’s go outside since someone might hear us talking.
나도 그놈은 싫어.,I hate that bastard too.
"하지만,","still,"
너와 보낼 시간을 그 영애에게 빼앗기는 것도 싫은데.,I dislike spending less time with you due to that woman.
뭐?,what?
에이. 뭐 그런 농담을 하고 그래?,"come on, stop joking around."
농담 아니야.,I wasn’t kidding.
리비아 영애보다 나와 노는 게 더 재밌을 거야.,I bet hanging out with me will be way more fun than being with lady livia.
내가 그러도록 노력할 테니까.,I’ll work harder to ensure that.
…응?,huh...?
피오나.,fiona.
