hangle,first_translate,second_translate,label
헤일론 영애는 북부에 있었다면서요.,"I heard you were in the north, lady fiona.","I heard you were in the north, Lady Fiona.","I heard you're from the north, lady heylon."
맞아요.,that’s right.,That’s right.,that's right.
힘들지는 않았나요?,was it difficult?,Was it difficult for you?,wasn't it hard living there?
거기에는 굉장히 야만적이고 잔혹한 마법사가 산다고 들었는데….,I heard a very barbaric and cruel mage lives there...,I heard a very barbaric and cruel mage lives there...,they say a very savage and cruel mage lives in those parts...
사람 사는 곳이라 다들 비슷하답니다.,it’s not that different from other places.,Places where people live are all pretty much the same.,it's not that different from any other village.
"아니, 이 소문 여기까지 돌았냐!",what? that rumor spread all the way here?,Seriously? That rumor made it all the way here?,the rumors have spread all the way down here too?!
"소문 이야기가 나와서 말인데요,","speaking of rumors,","speaking of rumors,","speaking of rumors,"
듣자 하니…,I heard...,I heard...,I hear...
영애의 핏줄은 조금 특별하다면서요?,...you have a special bloodline.,...you have a special bloodline.,"...you have a rather peculiar family history, lady fiona."
본래는 헤일론 쪽이 아니라고 들었어요.,you’re not originally from house hylon.,I've heard that you're not originally from House Hylon.,I heard you're not originally from heylon.
"제가 알기로는,","from what I know,","from what I know,","from what I know,"
사생아라던데.,you’re an illegitimate child.,They say you're an illegitimate child.,you're an illegitimate child.
"네, 맞는 말이에요.","yes, that’s true.","Yes, that's true.","yes, that's true."
전 사생아입니다.,I am an illegitimate child.,I am an illegitimate child.,I am an illegitimate child.
정확히 알고 계시네요.,you know very well.,You are exactly right.,you’re absolutely right.
웃어?,she’s smiling?,Are you smiling?,is she smiling?
게다가 그 본가는…,and your original family...,and your original family...,"also, your original family was--"
네. 마약 사업 혐의로 재산을 몰수당했죠.,"yes, they had their wealth confiscated for drug trafficking.",Yes. Their family had their assets confiscated due to allegations of drug trafficking.,"yes, they had all their wealth seized and were charged with drug smuggling,"
제가 직접 고발한 일이고요.,I was the one who reported them.,I was the one who reported them myself.,and I'm the one who reported them.
"세상에, 저라면 도저히 못할 거예요.","my goodness, I could never do that.","My goodness, I could never do that.","my goodness, I could never do such a thing."
무슨 이유에서든 가족을 자기 손으로 배신하는 건…,betraying your own family for any reason...,betraying your own family for any reason...,betraying one's own family for whatever reason is...
짐승이나 할 짓이죠.,...is something only a beast would do.,...is something only a beast would do.,...something only savages do.
"자, 잠깐만요!",w-wait!,Hold on a second!,"n-now, hang on a minute!"
피오나 영애…,lady fiona...,lady fiona...,lady fiona...
"그래서,","so,","So,",so...
하고 싶은 말이 뭔가요?,what are you trying to say?,What is it that you want to say?,...what are you trying to say?
적당히 하라는 소리예요!,I’m telling you to know your place!,I'm telling you to stop it.,I’m saying that you should know your place!
"운 좋게 양녀가 되었다고 해도,","you may have been lucky enough to become an adopted daughter,","Even if you were lucky enough to become an adopted daughter,","you may have gotten lucky enough to be adopted by a duke,"
귀족 영애라면 정도를 지켜야죠.,but you should know your limits as a noble lady.,You should behave properly as a noble lady.,but a noble lady should have some common decency.
"…해서, …",so...,so...,so...
영애도……,...you...,...you...,...you should...
시그렌.,siegren.,siegren.,siegren.
피오나 영애 왜 딴 곳을 보시죠.,"why are you looking elsewhere, lady fiona?","why are you looking elsewhere, lady fiona?","lady fiona, what are you looking at?"
지금 제가 말하고 있는 게 안 보이나요?,can’t you see I’m talking to you?,Can’t you see that I’m speaking right now?,can't you see I'm talking to you?
아직 할 말이 더 있답니다.,I still have more to say.,I still have more to say.,I haven’t finished speaking.
"영애,",you...,you...,"lady fiona,"
남의 저택에서 신세를 지고 있는 와중에 전하께 꼬리를 치셨죠?,"...were trying to seduce his highness while staying at someone else’s manor, weren’t you?","...were trying to seduce his highness while staying at someone else’s manor, weren’t you?","you tried to seduce his highness while he was spending the night at our manor, didn't you?"
제 하녀가 말해주었단 말이에요. 어젯밤에-,my maid told me about last night--,My maid told me about it. Last night—,"my personal maid told me that last night, you--"
잠깐.,wait.,wait.,hold on.
"아덴 영애, 말이 심하세요!","lady heather, you’re going too far!","lady heather, you’re going too far!","lady heather, that’s absurd!"
심하긴 뭐가 심해요.,I’m not going too far.,What’s so harsh about what I said?,what’s absurd about it?
저는 그저 사실을 말하는 것뿐…,I’m just stating the facts--,I'm just stating the facts.,I'm only telling the truth--
"꺄,","ah,",Aah!,ah...
꺄아아악!,aaah!,Aaaaahhh!,aaaah!
영애의 말은 다 맞아요.,you’re right about everything.,Everything the lady said is true.,"you’re right about everything, lady heather."
"전 사생아고, 제가 태어난 가문도 직접 부수었죠.","I’m an illegitimate child, and I destroyed the family I was born into.","I’m an illegitimate child, and I destroyed the family I was born into.","I am an illegitimate child, and I personally ruined my family."
하지만 똑똑한 아덴 영애가 하나 파악하지 못한 게 있네요.,"but there’s one thing you haven’t realized, lady heather.","but there’s one thing you haven’t realized, lady heather.",but there's one thing that someone as bright as you hasn’t figured out yet.
"저는 그 덕분에 권력과 힘,","thanks to that, I have both power...","thanks to that, I have both power...","thanks to all those things, I now possess..."
두 개 다 가지고 있답니다.,...and authority.,...and authority.,...both power and strength.
지금 이 자리에서 제가 영애의 머리카락을 불태워도,"that means even if I burn your hair right here,","Even if I burn your hair right here,","I could set your hair on fire right here and now,"
아덴 자작님은 제 아버지께 항의서 몇 장 보내는 게 고작일 거란 뜻이죠.,all your father can do is send a few letters of complaint to my father.,All your father can do is send a few letters of complaint to my father.,and all viscount ardel could do is write a few letters of complaint to my father.
망아지처럼 구는 것도 상대를 보면서 하세요.,you should know who you’re talking to before you act like a brat.,You should consider who you're dealing with before you start acting wild.,"you picked the wrong person to butt heads with, lady heather."
그러다 목 잘려요.,you might lose your head.,You might get your head cut off.,"next time, it’ll be your throat I slice."
"그리고,",and...,and...,also...
"화,",your...,your...,your...
황자 전하….,your highness...,your highness...,...highness...
티파티가 꽤나 즐거워 보이는군.,"it looks like you’re having a very fun tea party,",This tea party looks quite enjoyable.,"I see you're having a wonderful tea party,"
헤더 아덴 영애.,lady heather.,Lady Heather Arden.,"lady heather,"
"그, 그게…",I-I...,I-I...,w-well...
어제 그런 일이 있었으니 고개를 못 들겠지.,she can’t even lift her head after what happened yesterday.,She probably can't lift her head after what happened yesterday.,I'm sure she can't look him in the eye after what she did last night.
마지막으로 충고 하나 할게요.,let me give you one last piece of advice.,Let me give you one last piece of advice.,let me give you one last word of warning.
남의 남자 탐내지 마세요.,don’t covet someone else’s man.,Don't covet someone else's man.,stay away from my man.
이건 지금 내 거거든.,he’s mine right now.,he’s mine right now.,because he's mine now.
