hangle,first_translate,second_translate,label
결국 각자의 이득을 좇아 모여 있다는 뜻이다.,"in the end, it means that everyone is gathered here for their own benefit.","In the end, it means that everyone has gathered here in pursuit of their own benefit.","in other words,  both sides had something to gain."
헤일론은 영지를 지킬 무력이 필요하고,"heylon needs military power to protect the territory,",Heylon needs military force to protect the territory.,"duke heylon  needed manpower to protect his domain,"
용병들은 돈이 필요했기에.,and the mercenaries need money.,The mercenaries gathered because they needed money.,and the mercenaries needed the money.
"…계속 선택을 거부하겠다면,","if you continue to refuse to choose,",if you continue to refuse to choose...,"if you keep on refusing to decide,"
제가 임의로 고르겠습니다.,I will choose for you.,...I will choose for you.,I’ll decide for you.
당장 이거 풀지 못해?!,untie me right now!,Untie this right now!,you’d  better untie us right now!!
추운 날씨에 광장에 모인 사람들을 위해서도 빨리 끝내자.,let’s finish this quickly for the sake of the people gathered in the cold.,Let's finish this quickly for the sake of the people gathered in the plaza in this cold weather.,let’s hurry  up and get this over with. all those people are waiting in the cold.
…사실은 나도 아까부터 몸이 떨려.,"to be honest, I’ve been shivering for a while now.","to be honest, I’ve been shivering for a while now...",I’m also starting to feel pretty chilly.
사람들도 왠지 조용하고.,the people are strangely quiet.,...the people are strangely quiet...,"that’s odd...  the townspeople have suddenly gone quiet,"
기분탓인지 주위 온도가 2도쯤 내려간 것 같은데….,"it might be my imagination, but it feels like the temperature has dropped by two degrees...","...it might be my imagination, but it feels like the temperature has dropped by two degrees...",and it feels like  the temperature has dropped by a couple of degrees…
무엇을 선택하겠다는 거지?,what is he going to choose?,What are they going to choose?,"so, what is  your decision?"
아….,oh...,oh...,oh…
아벨?!,abel?!,abel?!,abel?!
온도가 내려간 이유가 여기 있었군!,so that’s why the temperature dropped!,Abel is the reason the temperature dropped here.,no wonder it suddenly got so cold!
등장만으로도 냉기가 휘몰아치는 것 같다….,it feels like a cold wind is blowing just from his presence...,it feels like a cold wind is blowing just from his presence...,his presence alone brings chills to those around him...
"공작님, 왜 여기 계세요?","your grace, what are you doing here?","Your Grace, why are you here?","what are  you doing here, your grace?"
내 영지를 돌아보는데 이유가 필요하지는 않겠지.,"I don’t need a reason to look around my own territory, do I?","I don’t need a reason to look around my own territory, do I?",do I need  a reason to come look after my own domain?
미안해요….,I’m sorry...,I’m sorry...,"I’m sorry, lady fiona…"
그러신가요….,I see...,I see...,I see…
앗!,oh!,oh!,ah!
그래서 저놈들에게 어떤 선택권을 준 거지?,so what options did you give those bastards?,so what options did you give those bastards?,what choices  did you give the perpetrators?
그….,um...,um...,well...
"혹시나 해서 묻는 건데,","I’m just asking,","Just to be sure, let me ask you something.","just out of curiosity,"
어디서부터 들으신 거예요?,but how much did you hear?,Where did you start listening from?,how much did you overhear?
훗….,hah...,hah...,"ah, yes..."
‘이 야만적이고 미개한 북부 놈들’ 부터다.,I heard from the part where they called us “barbaric and uncivilized northerners.”,"I started listening from the part where they said, “those barbaric and uncivilized northerners.”","from the part  where he said, “savage and ignorant northerners.”"
아…. 쟤들은 망했네.,oh... they’re screwed.,oh... they’re screwed.,yeah... they’re screwed.
운이 좋으면 반죽음으로 끝났을 텐데.,"if they’re lucky, they’ll only be half-dead.","If they had been lucky, they would have ended up only half-dead.",they’re lucky  if they even get out of this  alive.
두 가지 중에 선택하라고 했어요.,I gave them two options.,I told them to choose between the two options.,I told them to choose between two options.
"맨몸으로 성벽 밖으로 나가는 것과,","they can either leave the castle walls with nothing but the clothes on their backs,",they can either leave the castle walls with nothing but the clothes on their backs...,"they can either leave this place unarmed and without any supplies,"
그…. 번식 기능이 있는 신체를 자르는 거.,or... cut off the part of their body that allows them to reproduce.,...or cut off the part of their body that allows them to reproduce.,or... have  their external reproductive organs chopped off.
둘 다 마음에 드는군.,I like both options.,I like both options.,I like  the sound of both.
그런데 왜 선택권을 준거지?,but why did you give them a choice?,but why did you give them a choice?,but why are you letting them choose?
"그야…. 둘 다 하는 건 가혹해 보이니까,","well... it seemed harsh to make them do both,",well... it seemed harsh to make them do both...,"I thought it  would be a little ruthless to carry out both,"
나름의 배려? 였죠.,so I was trying to be considerate.,...so I was trying to be considerate.,so it  was my way of showing them mercy.
쓸데없는 배려다.,that was unnecessary.,that was unnecessary.,mercy is lost on them.
"피오나, 내가 늘 말했었지.","fiona, I’ve always told you...","fiona, I’ve always told you...","like I always say, fiona."
이 헤일론에서 감히 내 영지민에게 손을 대는 버러지들은….,...that the scum who dare to lay a hand on the people of my territory...,...the scum who dare to lay a hand on the people of my territory...,half-witted bastards who have the gall to lay their hands on my people in heylon...
윽?!,ugh?!,What?!,ngh!!
…필요 없다고.,...don’t deserve any consideration.,...don’t deserve any consideration.,…don’t deserve mercy.
으아악…,aah...,aah...,aaaah!!!
안겨있는 나도 소름이 돋을 정도의 살기야….,I’m getting chills from the murderous aura he’s giving off...,I’m getting chills from the murderous aura he’s giving off...,even I can  feel the bloodlust rolling off of abel right now...
"감히 내가 다스리는 영지를 야만적이라 칭했으니,","they dared to call my territory barbaric,",they dared to call my territory barbaric...,"you said northerners are savages,"
그 기대에 응해 주는 게 예의겠지.,so it would be polite to meet their expectations.,...so it would be polite to meet their expectations.,so I suppose  it’s only right that I meet your expectations.
처벌은 두 가지를 다 적용해라.,apply both punishments.,Apply both punishments.,carry out both punishments.
"죄의 원인이 된 신체 부위는 자르고,","cut off the body part that caused the crime,",Cut off the body part that caused the crime.,have all of them emasculated...
그 후에 성벽 밖으로 쫓아내도록.,and then chase them out of the castle walls.,Have the soldiers drive them out beyond the castle walls afterward.,…before  throwing them beyond the fourth rampart.
"그럼, 집행을 시작해라.","now, begin the execution.","Then, begin the execution.",you may begin now.
예!,"yes, your grace!",yes!,"yes, your grace!"
피오나.,fiona.,Fiona.,fiona.
다음부터 쓸데없는 고민은 하지 말거라.,don’t waste your time worrying about unnecessary things next time.,Don't trouble yourself with useless worries next time.,"next time,  don’t worry about such trifling matters."
일단 사람 목숨이 왔다 갔다 하는 결정이었던 것 같은데….,but it seemed like a decision that could determine whether they lived or died...,but it seemed like a decision that could determine whether they lived or died...,since when  was dealing  with people’s lives a trifling matter?
알겠습니다.,"yes, your grace.","I understand, Your Grace.","okay, your grace."
"아벨, 이 위험한 녀석.","abel, you dangerous man.","abel, this dangerous guy.",abel is  a dangerous one.
…어?,huh...?,huh...?,huh?
"그래서 결국, 이 성격 더러운 아벨이 왜 굳이 여기까지 온 거지?",so why did this ill-tempered abel come all the way here?,so why did this ill-tempered abel come all the way here?,"why did  the bad-tempered abel come all  the way here, anyway?"
